1241430600,0
1241449847,5671
1241450154,5769
1241450466,5848
1241450775,5940
1241451098,6028
1241451417,6091
1241451725,6181
1241452087,6268
1241452395,6379
1241452709,6475
1241453021,6595
1241453328,6696
1241453643,6807
1241453958,6890
1241454280,6980
1241454596,7060
1241454921,7152
1241455236,7225
1241455555,7323
1241455876,7436
1241456181,7529
1241456497,7621
1241456810,7729
1241457132,7808
1241457455,7916
1241457769,8003
1241458084,8103
1241458395,8200
1241458706,8276
1241459034,8336
1241459358,8427
1241459677,8550
1241460239,8696
1241461149,8948
1241462066,9218
1241462985,9471
1241463906,9740
1241464828,9986
1241465745,10208
1241466705,10460
1241467639,10724
1241468566,10997
1241469482,11272
1241470450,11557
1241471354,11808
1241472265,12083
1241473184,12321
1241474090,12526
1241474995,12731
1241475903,12889
1241476809,13028
1241477716,13148
1241478619,13224
1241479523,13297
1241480426,13370
1241481329,13426
1241482232,13463
1241483134,13485
1241484037,13520
1241484940,13536
1241485844,13559
1241486747,13570
1241487650,13579
1241488552,13594
1241489455,13602
1241490357,13609
1241491259,13615
1241492161,13624
1241493064,13633
1241493967,13641
1241494869,13648
1241495771,13667
1241496673,13687
1241497575,13709
1241498478,13746
1241499380,13800
1241500284,13845
1241501186,13941
1241502089,14030
1241502995,14142
1241503901,14284
1241504802,14439
1241505709,14596
1241506613,14783
1241507528,14974
1241508479,15140
1241509400,15363
1241510301,15566
1241511227,15775
1241512682,16095
1241513613,16343
1241514523,16568
1241515431,16819
1241516356,16993
1241517258,17194
1241518162,17376
1241519083,17563
1241519989,17777
1241520897,17952
1241521811,18160
1241522729,18361
1241523631,18547
1241524551,18758
1241525465,18966
1241526382,19206
1241527297,19427
1241528203,19657
1241529106,19871
1241530013,20088
1241530938,20308
1241531853,20504
1241532764,20722
1241533680,20946
1241534597,21183
1241535504,21475
1241536418,21713
1241537342,21942
1241538258,22200
1241539169,22431
1241540086,22739
1241540997,22997
1241541919,23257
1241542824,23499
1241543737,23758
1241544649,24038
1241545564,24298
1241546481,24531
1241547395,24765
1241548320,25017
1241549235,25293
1241550148,25546
1241551059,25761
1241551967,26049
1241552881,26256
1241553810,26509
1241554731,26783
1241555645,27031
1241556551,27244
1241557465,27453
1241558374,27659
1241559277,27818
1241560184,27963
1241561087,28111
1241561990,28233
1241562894,28331
1241563796,28431
1241564698,28495
1241565600,28554
1241566504,28605
1241567407,28631
1241568308,28658
1241569210,28678
1241570112,28703
1241571016,28723
1241571922,28738
1241572825,28749
1241573727,28766
1241574632,28779
1241575534,28789
1241576437,28801
1241577340,28807
1241579148,28817
1241580050,28825
1241580952,28836
1241581855,28842
1241582756,28856
1241583658,28870
1241584560,28888
1241585463,28910
1241586364,28948
1241587267,29006
1241588169,29071
1241589071,29143
1241589974,29238
1241590878,29347
1241591788,29470
1241592690,29609
1241593592,29764
1241594499,29918
1241595410,30092
1241596327,30265
1241597232,30426
1241598136,30615
1241599055,30801
1241599957,30966
1241600868,31161
1241601780,31308
1241602682,31474
1241603588,31658
1241604495,31847
1241605405,32038
1241606314,32207
1241607216,32376
1241608120,32543
1241609036,32708
1241609939,32887
1241610850,33041
1241611757,33203
1241612668,33335
1241613587,33530
1241614510,33693
1241615433,33883
1241616342,34033
1241617248,34181
1241618166,34343
1241619071,34518
1241619980,34679
1241620888,34852
1241621797,35039
1241622702,35226
1241623632,35432
1241624552,35628
1241625461,35812
1241626374,35973
1241627282,36174
1241628192,36353
1241629101,36527
1241630014,36690
1241630924,36837
1241631846,36989
1241632770,37185
1241633700,37380
1241634607,37574
1241635516,37769
1241636452,37937
1241637336,38109
1241638256,38313
1241639164,38486
1241640079,38669
1241640986,38837
1241641899,39012
1241642815,39169
1241643726,39352
1241644637,39498
1241645551,39643
1241646459,39790
1241647371,39916
1241648280,40035
1241649189,40136
1241650094,40203
1241651001,40275
1241651903,40339
1241652806,40378
1241653708,40405
1241654610,40447
1241655511,40466
1241656414,40486
1241657316,40495
1241658220,40508
1241659122,40520
1241660024,40534
1241660926,40545
1241661828,40553
1241662730,40557
1241663632,40560
1241664534,40572
1241665437,40582
1241666340,40592
1241667242,40602
1241668144,40611
1241669046,40619
1241669947,40625
1241670849,40637
1241671757,40665
1241672659,40697
1241673562,40739
1241674464,40787
1241675375,40858
1241676269,40945
1241677175,41057
1241678077,41163
1241678992,41296
1241679900,41450
1241680849,41617
1241681767,41783
1241682673,41918
1241683588,42078
1241684508,42270
1241685429,42464
1241686338,42631
1241687250,42811
1241688165,42970
1241689073,43136
1241689976,43312
1241690878,43442
1241691787,43609
1241692698,43754
1241693613,43895
1241694520,44043
1241695439,44201
1241696359,44342
1241697278,44468
1241704354,45603
1241705256,45722
1241706160,45854
1241707071,45979
1241707986,46107
1241708889,46238
1241709794,46352
1241710701,46492
1241711605,46613
1241712515,46757
1241713425,46870
1241714333,47011
1241715245,47154
1241716153,47269
1241717060,47406
1241717965,47532
1241718869,47680
1241719774,47808
1241720686,47952
1241721589,48088
1241722511,48227
1241723419,48372
1241724326,48513
1241725234,48646
1241726145,48779
1241727052,48907
1241727960,48994
1241728865,49110
1241729779,49240
1241730686,49351
1241731600,49481
1241732510,49577
1241733414,49662
1241734316,49765
1241735220,49834
1241736127,49902
1241736377,49920
1241736447,49928
1241736510,49929
1241736575,49931
1241736639,49934
1241736826,49940
1241737009,49944
1241737170,49950
1241737369,49957
1241737545,49968
1241737738,49980
1241737812,49985
1241737882,49990
1241737959,49991
1241738035,49992
1241738103,49998
1241738169,50017
1241741772,50155
1241745374,50205
1241748977,50234
1241752580,50254
1241756184,50287
1241759787,50375
1241763399,50606
1241767013,51097
1241770639,51685
1241774349,52320
1241777957,53027
1241781583,53724
1241785195,54409
1241788825,55073
1241792446,55709
1241796057,56353
1241799666,56928
1241803276,57548
1241806898,58010
1241810515,58693
1241814123,59166
1241821566,60000
1241825254,60263
1241828862,60373
1241832465,60429
1241836067,60473
1241839671,60492
1241843274,60516
1241846876,60570
1241850478,60689
1241854085,60927
1241857692,61212
1241861294,61570
1241864900,61933
1241868507,62317
1241872110,62709
1241875715,63057
1241879317,63301
1241882922,63575
1241886525,63847
1241890127,64109
1241893734,64365
1241897337,64625
1241900942,64841
1241904549,65037
1241908154,65183
1241911757,65268
1241915361,65330
1241918964,65356
1241922567,65376
1241926169,65387
1241929772,65394
1241933375,65415
1241936977,65466
1241940580,65556
1241944185,65738
1241947789,65999
1241951398,66270
1241955006,66542
1241958613,66772
1241962216,67027
1241965821,67260
1241969423,67489
1241973026,67675
1241976628,67869
1241980231,68107
1241983839,68323
1241987443,68585
1241991046,68801
1241994650,68945
1241998253,69018
1242001859,69058
1242005463,69083
1242009066,69092
1242012669,69104
1242016271,69117
1242019874,69163
1242023478,69267
1242027094,69430
1242030698,69689
1242034300,69947
1242037910,70234
1242041512,70503
1242045124,70741
1242048727,71006
1242052335,71261
1242055938,71543
1242059542,71797
1242063149,72037
1242066752,72310
1242070358,72536
1242073969,72783
1242077572,73005
1242081175,73120
1242084777,73181
1242088380,73212
1242091984,73233
1242095588,73243
1242099191,73247
1242102794,73260
1242106396,73291
1242109998,73371
1242113601,73504
1242117204,73692
1242120809,73857
1242124412,74060
1242128016,74285
1242131618,74479
1242135221,74663
1242138831,74881
1242142435,75079
